antibiotic	measurement_value	resistant_phenotype	evidence	genome_id	genome_name	laboratory_typing_method	taxon_id	measurement_sign	measurement_unit
gentamicin		Susceptible	Laboratory Method	470.6180	Acinetobacter baumannii strain AB_349	Disk diffusion	470		
trimethoprim/sulfamethoxazole	1/19	Susceptible	Laboratory Method	470.7488	Acinetobacter baumannii strain MRSN11778	Broth dilution	470	<=	mg/L
polymyxin B	2	Susceptible	Laboratory Method	470.4881	Acinetobacter baumannii strain AR_0056	Broth dilution	470	=	mg/L
ciprofloxacin	1	Susceptible	Laboratory Method	470.7681	Acinetobacter baumannii strain MRSN7223	Broth dilution	470	=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7658	Acinetobacter baumannii strain MRSN7181	Broth dilution	470	=	mg/L
doxycycline		Susceptible	Laboratory Method	470.6181	Acinetobacter baumannii strain AB_347	Disk diffusion	470		
imipenem	1	Susceptible	Laboratory Method	470.7583	Acinetobacter baumannii strain MRSN3843	Broth dilution	470	<=	mg/L
ciprofloxacin	0.25	Susceptible	Laboratory Method	470.7533	Acinetobacter baumannii strain MRSN15045	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7535	Acinetobacter baumannii strain MRSN15047	Broth dilution	470	=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.8028	Acinetobacter baumannii strain MRSN7745	Broth dilution	470	=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7574	Acinetobacter baumannii strain MRSN2427	Broth dilution	470	=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7488	Acinetobacter baumannii strain MRSN11778	Broth dilution	470	=	mg/L
polymyxin B	1	Susceptible	Laboratory Method	470.7362	Acinetobacter baumannii strain BL13	Broth dilution	470	=	mg/L
trimethoprim/sulfamethoxazole	1/19	Susceptible	Laboratory Method	470.7769	Acinetobacter baumannii strain MRSN7345	Broth dilution	470	<=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7637	Acinetobacter baumannii strain MRSN7154	Broth dilution	470	=	mg/L
meropenem	0.25	Susceptible	Laboratory Method	470.7433	Acinetobacter baumannii strain MRSN11698	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7427	Acinetobacter baumannii strain MRSN11683	Broth dilution	470	<=	mg/L
gentamicin		Susceptible	Laboratory Method	470.6205	Acinetobacter baumannii strain AB_191	Disk diffusion	470		
tobramycin	4	Susceptible	Laboratory Method	470.7810	Acinetobacter baumannii strain MRSN7391	Broth dilution	470	=	mg/L
gentamicin	1	Susceptible	Laboratory Method	470.7771	Acinetobacter baumannii strain MRSN7347	Broth dilution	470	<=	mg/L
tigecycline	2	Susceptible	Laboratory Method	470.7426	Acinetobacter baumannii strain MRSN11680	Broth dilution	470	=	mg/L
levofloxacin	1	Susceptible	Laboratory Method	470.7885	Acinetobacter baumannii strain MRSN7499	Broth dilution	470	<=	mg/L
gentamicin	1	Susceptible	Laboratory Method	470.7478	Acinetobacter baumannii strain MRSN11765	Broth dilution	470	<=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7484	Acinetobacter baumannii strain MRSN11772	Broth dilution	470	=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7535	Acinetobacter baumannii strain MRSN15047	Broth dilution	470	<=	mg/L
colistin		Susceptible	Laboratory Method	470.16206	Acinetobacter baumannii BAL_114	Disk diffusion	470		
imipenem	4	Susceptible	Laboratory Method	470.7790	Acinetobacter baumannii strain MRSN7367	Broth dilution	470	=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7759	Acinetobacter baumannii strain MRSN7326	Broth dilution	470	=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7686	Acinetobacter baumannii strain MRSN7229	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.8108	Acinetobacter baumannii strain MRSN966	Broth dilution	470	=	mg/L
imipenem	4	Susceptible	Laboratory Method	470.7467	Acinetobacter baumannii strain MRSN11750	Broth dilution	470	=	mg/L
trimethoprim/sulfamethoxazole	1/19	Susceptible	Laboratory Method	470.7947	Acinetobacter baumannii strain MRSN7600	Broth dilution	470	<=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7748	Acinetobacter baumannii strain MRSN7310	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7674	Acinetobacter baumannii strain MRSN7216	Broth dilution	470	<=	mg/L
minocycline	4	Susceptible	Laboratory Method	470.7384	Acinetobacter baumannii strain FDA-CDC-AR_0284	Broth dilution	470	<=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7724	Acinetobacter baumannii strain MRSN7279	Broth dilution	470	=	mg/L
trimethoprim/sulfamethoxazole	2/38	Susceptible	Laboratory Method	470.8004	Acinetobacter baumannii strain MRSN7699	Broth dilution	470	=	mg/L
minocycline		Susceptible	Laboratory Method	470.6237	Acinetobacter baumannii strain AB_140	Disk diffusion	470		
meropenem	0.5	Susceptible	Laboratory Method	470.7494	Acinetobacter baumannii strain MRSN11790	Broth dilution	470	=	mg/L
doripenem	0.5	Susceptible	Laboratory Method	470.7461	Acinetobacter baumannii strain MRSN11744	Broth dilution	470	<=	mg/L
tigecycline	0.5	Susceptible	Laboratory Method	470.7469	Acinetobacter baumannii strain MRSN11753	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.8008	Acinetobacter baumannii strain MRSN7707	Broth dilution	470	<=	mg/L
amikacin	16	Susceptible	Laboratory Method	470.7666	Acinetobacter baumannii strain MRSN7204	Broth dilution	470	<=	mg/L
trimethoprim/sulfamethoxazole	2/38	Susceptible	Laboratory Method	470.8027	Acinetobacter baumannii strain MRSN7740	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7883	Acinetobacter baumannii strain MRSN7497	Broth dilution	470	=	mg/L
gentamicin		Susceptible	Laboratory Method	470.16220	Acinetobacter baumannii BAL_205	Disk diffusion	470		
tigecycline	2	Susceptible	Laboratory Method	470.7449	Acinetobacter baumannii strain MRSN11723	Broth dilution	470	=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7717	Acinetobacter baumannii strain MRSN7270	Broth dilution	470	=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7418	Acinetobacter baumannii strain MRSN11653	Broth dilution	470	=	mg/L
colistin		Susceptible	Laboratory Method	470.8389	Acinetobacter baumannii strain Pesh-36		470		
gentamicin	4	Susceptible	Laboratory Method	470.7421	Acinetobacter baumannii strain MRSN11669	Broth dilution	470	=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7477	Acinetobacter baumannii strain MRSN11764	Broth dilution	470	<=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7774	Acinetobacter baumannii strain MRSN7350	Broth dilution	470	=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7428	Acinetobacter baumannii strain MRSN11684	Broth dilution	470	=	mg/L
imipenem		Susceptible	Laboratory Method	470.16299	Acinetobacter baumannii 27_ax	Disk diffusion	470		
tobramycin	2	Susceptible	Laboratory Method	470.7879	Acinetobacter baumannii strain MRSN7489	Broth dilution	470	=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7955	Acinetobacter baumannii strain MRSN7618	Broth dilution	470	<=	mg/L
tobramycin		Susceptible	Laboratory Method	470.730	Acinetobacter baumannii ABUH410108		470		
doripenem	0.5	Susceptible	Laboratory Method	470.7519	Acinetobacter baumannii strain MRSN1339	Broth dilution	470	<=	mg/L
cefotaxime	8	Susceptible	Laboratory Method	470.8009	Acinetobacter baumannii strain MRSN7709	Broth dilution	470	=	mg/L
gentamicin		Susceptible	Laboratory Method	470.4809	Acinetobacter baumannii strain KCRI-186 strain RDK03_186	Disk diffusion	470		
amikacin	8	Susceptible	Laboratory Method	470.7553	Acinetobacter baumannii strain MRSN15083	Broth dilution	470	<=	mg/L
gentamicin		Susceptible	Laboratory Method	470.16333	Acinetobacter baumannii 266_an	Disk diffusion	470		
tigecycline	2	Susceptible	Laboratory Method	470.8041	Acinetobacter baumannii strain MRSN7776	Broth dilution	470	=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7589	Acinetobacter baumannii strain MRSN7072	Broth dilution	470	<=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.7726	Acinetobacter baumannii strain MRSN7281	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7831	Acinetobacter baumannii strain MRSN7416	Broth dilution	470	=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7587	Acinetobacter baumannii strain MRSN7069	Broth dilution	470	<=	mg/L
polymyxin B	1	Susceptible	Laboratory Method	470.7366	Acinetobacter baumannii strain BL17	Broth dilution	470	=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7771	Acinetobacter baumannii strain MRSN7347	Broth dilution	470	<=	mg/L
levofloxacin	2	Susceptible	Laboratory Method	470.7534	Acinetobacter baumannii strain MRSN15046	Broth dilution	470	<=	mg/L
amikacin	4	Susceptible	Laboratory Method	470.7816	Acinetobacter baumannii strain MRSN7401	Broth dilution	470	<=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.7467	Acinetobacter baumannii strain MRSN11750	Broth dilution	470	<=	mg/L
ceftazidime	4	Susceptible	Laboratory Method	470.1552	Acinetobacter baumannii strain MRSN16898	Broth dilution	470	=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7839	Acinetobacter baumannii strain MRSN7434	Broth dilution	470	=	mg/L
moxifloxacin	0.5	Susceptible	Laboratory Method	470.7531	Acinetobacter baumannii strain MRSN15043	Broth dilution	470	=	mg/L
doripenem	0.5	Susceptible	Laboratory Method	470.7632	Acinetobacter baumannii strain MRSN7147	Broth dilution	470	<=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7417	Acinetobacter baumannii strain MRSN11650	Broth dilution	470	<=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7766	Acinetobacter baumannii strain MRSN7342	Broth dilution	470	=	mg/L
ampicillin/sulbactam	8	Susceptible	Laboratory Method	470.2250	Acinetobacter baumannii strain CCF9		470	<=	mg/L
colistin	0.25	Susceptible	Laboratory Method	470.2143	Acinetobacter baumannii A068	Broth dilution	470		mg/L
amikacin	16	Susceptible	Laboratory Method	470.7534	Acinetobacter baumannii strain MRSN15046	Broth dilution	470	<=	mg/L
levofloxacin	1	Susceptible	Laboratory Method	470.7862	Acinetobacter baumannii strain MRSN7469	Broth dilution	470	=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7766	Acinetobacter baumannii strain MRSN7342	Broth dilution	470	=	mg/L
gentamicin	1	Susceptible	Laboratory Method	470.7772	Acinetobacter baumannii strain MRSN7348	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7952	Acinetobacter baumannii strain MRSN7611	Broth dilution	470	<=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7485	Acinetobacter baumannii strain MRSN11774	Broth dilution	470	=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7710	Acinetobacter baumannii strain MRSN7258	Broth dilution	470	=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.1562	Acinetobacter baumannii strain MRSN3941	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7699	Acinetobacter baumannii strain MRSN7247	Broth dilution	470	=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7767	Acinetobacter baumannii strain MRSN7343	Broth dilution	470	=	mg/L
meropenem	1	Susceptible	Laboratory Method	470.7459	Acinetobacter baumannii strain MRSN11739	Broth dilution	470	=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7710	Acinetobacter baumannii strain MRSN7258	Broth dilution	470	=	mg/L
ceftazidime	8	Susceptible	Laboratory Method	470.8028	Acinetobacter baumannii strain MRSN7745	Broth dilution	470	=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7558	Acinetobacter baumannii strain MRSN1551	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7960	Acinetobacter baumannii strain MRSN7629	Broth dilution	470	<=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.7833	Acinetobacter baumannii strain MRSN7418	Broth dilution	470	=	mg/L
tetracycline	2	Susceptible	Laboratory Method	470.7417	Acinetobacter baumannii strain MRSN11650	Broth dilution	470	<=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7577	Acinetobacter baumannii strain MRSN2830	Broth dilution	470	<=	mg/L
meropenem	1	Susceptible	Laboratory Method	470.7554	Acinetobacter baumannii strain MRSN15084	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7932	Acinetobacter baumannii strain MRSN7577	Broth dilution	470	<=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7804	Acinetobacter baumannii strain MRSN7385	Broth dilution	470	<=	mg/L
gentamicin	1	Susceptible	Laboratory Method	470.7417	Acinetobacter baumannii strain MRSN11650	Broth dilution	470	<=	mg/L
amikacin	16	Susceptible	Laboratory Method	470.7693	Acinetobacter baumannii strain MRSN7238	Broth dilution	470	<=	mg/L
minocycline	4	Susceptible	Laboratory Method	470.7381	Acinetobacter baumannii strain FDA-CDC-AR_0281	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7627	Acinetobacter baumannii strain MRSN7140	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7448	Acinetobacter baumannii strain MRSN11722	Broth dilution	470	<=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7884	Acinetobacter baumannii strain MRSN7498	Broth dilution	470	=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7823	Acinetobacter baumannii strain MRSN7408	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7453	Acinetobacter baumannii strain MRSN11729	Broth dilution	470	=	mg/L
amikacin		Susceptible	Laboratory Method	470.730	Acinetobacter baumannii ABUH410108		470		
amikacin	8	Susceptible	Laboratory Method	470.7530	Acinetobacter baumannii strain MRSN15042	Broth dilution	470	<=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7657	Acinetobacter baumannii strain MRSN7175	Broth dilution	470	=	mg/L
minocycline		Susceptible	Laboratory Method	470.8396	Acinetobacter baumannii strain Pesh-04		470		
amikacin		Susceptible	Laboratory Method	470.687	Acinetobacter baumannii ABUH81364		470		
amikacin	16	Susceptible	Laboratory Method	470.7478	Acinetobacter baumannii strain MRSN11765	Broth dilution	470	<=	mg/L
ceftazidime	8	Susceptible	Laboratory Method	470.7811	Acinetobacter baumannii strain MRSN7392	Broth dilution	470	=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7494	Acinetobacter baumannii strain MRSN11790	Broth dilution	470	=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7592	Acinetobacter baumannii strain MRSN7079	Broth dilution	470	=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.8108	Acinetobacter baumannii strain MRSN966	Broth dilution	470	<=	mg/L
imipenem		Susceptible	Laboratory Method	470.16341	Acinetobacter baumannii 295_an	Disk diffusion	470		
trimethoprim/sulfamethoxazole	1/19	Susceptible	Laboratory Method	470.7392	Acinetobacter baumannii strain FDA-CDC-AR_0292	Broth dilution	470	=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.7564	Acinetobacter baumannii strain MRSN1971	Broth dilution	470	=	mg/L
minocycline		Susceptible	Laboratory Method	470.8395	Acinetobacter baumannii strain Pesh-05		470		
imipenem	1	Susceptible	Laboratory Method	470.7515	Acinetobacter baumannii strain MRSN11825	Broth dilution	470	<=	mg/L
imipenem		Susceptible	Laboratory Method	470.16325	Acinetobacter baumannii 230_ax	Disk diffusion	470		
gentamicin	4	Susceptible	Laboratory Method	470.7575	Acinetobacter baumannii strain MRSN2441	Broth dilution	470	=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7509	Acinetobacter baumannii strain MRSN11816	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7566	Acinetobacter baumannii strain MRSN1980	Broth dilution	470	=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7602	Acinetobacter baumannii strain MRSN7102	Broth dilution	470	=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7419	Acinetobacter baumannii strain MRSN11659	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.1550	Acinetobacter baumannii strain MRSN16901	Broth dilution	470	=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7823	Acinetobacter baumannii strain MRSN7408	Broth dilution	470	=	mg/L
amikacin		Susceptible	Laboratory Method	470.16313	Acinetobacter baumannii 110_n	Disk diffusion	470		
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.1565	Acinetobacter baumannii strain MRSN6273	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7683	Acinetobacter baumannii strain MRSN7226	Broth dilution	470	<=	mg/L
amikacin	2	Susceptible	Laboratory Method	470.7523	Acinetobacter baumannii strain MRSN1439	Broth dilution	470	<=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.8017	Acinetobacter baumannii strain MRSN7718	Broth dilution	470	=	mg/L
meropenem	4	Susceptible	Laboratory Method	470.7861	Acinetobacter baumannii strain MRSN7468	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7595	Acinetobacter baumannii strain MRSN7086	Broth dilution	470	<=	mg/L
doripenem	0.5	Susceptible	Laboratory Method	470.7421	Acinetobacter baumannii strain MRSN11669	Broth dilution	470	<=	mg/L
amikacin		Susceptible	Laboratory Method	470.16250	Acinetobacter baumannii BAL_309	Disk diffusion	470		
tigecycline	2	Susceptible	Laboratory Method	470.8044	Acinetobacter baumannii strain MRSN7780	Broth dilution	470	=	mg/L
levofloxacin	1	Susceptible	Laboratory Method	470.7846	Acinetobacter baumannii strain MRSN7446	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7916	Acinetobacter baumannii strain MRSN7551	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7815	Acinetobacter baumannii strain MRSN7398	Broth dilution	470	<=	mg/L
colistin		Susceptible	Laboratory Method	470.16235	Acinetobacter baumannii BAL_241	Disk diffusion	470		
tetracycline	2	Susceptible	Laboratory Method	470.7930	Acinetobacter baumannii strain MRSN7574	Broth dilution	470	<=	mg/L
colistin		Susceptible	Laboratory Method	470.16288	Acinetobacter baumannii UV_1174	Disk diffusion	470		
levofloxacin	1	Susceptible	Laboratory Method	470.7592	Acinetobacter baumannii strain MRSN7079	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7666	Acinetobacter baumannii strain MRSN7204	Broth dilution	470	<=	mg/L
amikacin	16	Susceptible	Laboratory Method	470.8065	Acinetobacter baumannii strain MRSN7822	Broth dilution	470	<=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.8027	Acinetobacter baumannii strain MRSN7740	Broth dilution	470	=	mg/L
trimethoprim/sulfamethoxazole	2/38	Susceptible	Laboratory Method	470.7701	Acinetobacter baumannii strain MRSN7249	Broth dilution	470	=	mg/L
ceftazidime	4	Susceptible	Laboratory Method	470.7854	Acinetobacter baumannii strain MRSN7460	Broth dilution	470	=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7562	Acinetobacter baumannii strain MRSN1966	Broth dilution	470	=	mg/L
levofloxacin	1	Susceptible	Laboratory Method	470.7517	Acinetobacter baumannii strain MRSN1308	Broth dilution	470	<=	mg/L
imipenem	0.25	Susceptible	Laboratory Method	470.7509	Acinetobacter baumannii strain MRSN11816	Broth dilution	470	<=	mg/L
tigecycline	2	Susceptible	Laboratory Method	470.7495	Acinetobacter baumannii strain MRSN11792	Broth dilution	470	=	mg/L
